# tax_string	16S rRNA count
k__Archaea; p__Euryarchaeota; c__Halobacteria; o__Halobacteriales; f__Halobacteriaceae; g__Halobaculum; s__	1.72972497072574
k__Archaea; p__Euryarchaeota; c__Halobacteria; o__Halobacteriales; f__Halobacteriaceae; g__Halobiforma; s__	3.06238250654415
k__Archaea; p__Euryarchaeota; c__Halobacteria; o__Halobacteriales; f__Halobacteriaceae; g__Halococcus; s__	1.69097360763983
k__Archaea; p__Euryarchaeota; c__Halobacteria; o__Halobacteriales; f__Halobacteriaceae; g__Halococcus; s__hamelinensis	1.69097360763983
k__Archaea; p__Euryarchaeota; c__Halobacteria; o__Halobacteriales; f__Halobacteriaceae; g__Haloferax; s__	1.45
k__Archaea; p__Euryarchaeota; c__Halobacteria; o__Halobacteriales; f__Halobacteriaceae; g__Halogeometricum; s__	2
k__Archaea; p__Euryarchaeota; c__Halobacteria; o__Halobacteriales; f__Halobacteriaceae; g__Halogranum; s__	1.75900899137654
k__Archaea; p__Euryarchaeota; c__Halobacteria; o__Halobacteriales; f__Halobacteriaceae; g__Halolamina; s__	1.71397886276198
k__Archaea; p__Euryarchaeota; c__Halobacteria; o__Halobacteriales; f__Halobacteriaceae; g__Halomicrobium; s__	3
k__Archaea; p__Euryarchaeota; c__Halobacteria; o__Halobacteriales; f__Halobacteriaceae; g__Halonotius; s__	2.29188616538571
k__Archaea; p__Euryarchaeota; c__Halobacteria; o__Halobacteriales; f__Halobacteriaceae; g__Halopelagius; s__	1.66474237995039
k__Archaea; p__Euryarchaeota; c__Halobacteria; o__Halobacteriales; f__Halobacteriaceae; g__Haloplanus; s__	2
k__Archaea; p__Euryarchaeota; c__Halobacteria; o__Halobacteriales; f__Halobacteriaceae; g__Haloquadratum; s__	2
k__Archaea; p__Euryarchaeota; c__Halobacteria; o__Halobacteriales; f__Halobacteriaceae; g__Halorhabdus; s__	1.59503417263991
k__Archaea; p__Euryarchaeota; c__Halobacteria; o__Halobacteriales; f__Halobacteriaceae; g__Halorubrum; s__	3
k__Archaea; p__Euryarchaeota; c__Halobacteria; o__Halobacteriales; f__Halobacteriaceae; g__Halorubrum; s__alkaliphilum	2.55988103167968
k__Archaea; p__Euryarchaeota; c__Halobacteria; o__Halobacteriales; f__Halobacteriaceae; g__Halosimplex; s__	1.61003932512743
k__Archaea; p__Euryarchaeota; c__Halobacteria; o__Halobacteriales; f__Halobacteriaceae; g__Halosimplex; s__carlsbadense	1.61003932512743
k__Archaea; p__Euryarchaeota; c__Halobacteria; o__Halobacteriales; f__Halobacteriaceae; g__Halostagnicola; s__	2.71692843588067
k__Archaea; p__Euryarchaeota; c__Halobacteria; o__Halobacteriales; f__Halobacteriaceae; g__Halostagnicola; s__larsenii	2
k__Archaea; p__Euryarchaeota; c__Halobacteria; o__Halobacteriales; f__Halobacteriaceae; g__Haloterrigena; s__	3
k__Archaea; p__Euryarchaeota; c__Halobacteria; o__Halobacteriales; f__Halobacteriaceae; g__Haloterrigena; s__gari	2.95749587103952
k__Archaea; p__Euryarchaeota; c__Halobacteria; o__Halobacteriales; f__Halobacteriaceae; g__Haloterrigena; s__thermotolerans	3
k__Archaea; p__Euryarchaeota; c__Halobacteria; o__Halobacteriales; f__Halobacteriaceae; g__Natronococcus; s__	4
k__Archaea; p__Euryarchaeota; c__Halobacteria; o__Halobacteriales; f__Halobacteriaceae; g__Natronomonas; s__	1
k__Archaea; p__Euryarchaeota; c__Halobacteria; o__Halobacteriales; f__Halobacteriaceae; g__XKL75; s__	2.16120568220046
k__Archaea; p__Euryarchaeota; c__Halobacteria; o__Halobacteriales; f__MSP41; g__; s__	1.53830893720641
k__Archaea; p__Euryarchaeota; c__Methanobacteria; o__Methanobacteriales; f__; g__; s__	2
k__Archaea; p__Euryarchaeota; c__Methanobacteria; o__Methanobacteriales; f__MSBL1; g__; s__	1.47123433468647
k__Archaea; p__Euryarchaeota; c__Methanobacteria; o__Methanobacteriales; f__MSBL1; g__DL1A-100; s__	1.47123433468647
k__Archaea; p__Euryarchaeota; c__Methanobacteria; o__Methanobacteriales; f__MSBL1; g__SAGMEG-1; s__	1.47123433468647
k__Archaea; p__Euryarchaeota; c__Methanobacteria; o__Methanobacteriales; f__Methanobacteriaceae; g__; s__	2.38457417630529
k__Archaea; p__Euryarchaeota; c__Methanobacteria; o__Methanobacteriales; f__Methanobacteriaceae; g__Methanobacterium; s__	2.57859897077638
k__Archaea; p__Euryarchaeota; c__Methanobacteria; o__Methanobacteriales; f__Methanobacteriaceae; g__Methanobacterium; s__beijingense	2.57859897077638
k__Archaea; p__Euryarchaeota; c__Methanobacteria; o__Methanobacteriales; f__Methanobacteriaceae; g__Methanobacterium; s__bryantii	2.57859897077638
k__Archaea; p__Euryarchaeota; c__Methanobacteria; o__Methanobacteriales; f__Methanobacteriaceae; g__Methanobacterium; s__palustre	2.57859897077638
k__Archaea; p__Euryarchaeota; c__Methanobacteria; o__Methanobacteriales; f__Methanobacteriaceae; g__Methanobrevibacter; s__	2
k__Archaea; p__Euryarchaeota; c__Methanobacteria; o__Methanobacteriales; f__Methanobacteriaceae; g__Methanobrevibacter; s__arboriphilus	2.33293015669545
k__Archaea; p__Euryarchaeota; c__Methanobacteria; o__Methanobacteriales; f__Methanobacteriaceae; g__Methanosphaera; s__	4
k__Archaea; p__Euryarchaeota; c__Methanobacteria; o__Methanobacteriales; f__Methanobacteriaceae; g__Methanothermobacter; s__thermautotrophicus	2
k__Archaea; p__Euryarchaeota; c__Methanobacteria; o__Methanobacteriales; f__WSA2; g__; s__	1.47123433468644
k__Archaea; p__Euryarchaeota; c__Methanobacteria; o__Methanobacteriales; f__pMC1; g__; s__	1.51049080809196
k__Archaea; p__Euryarchaeota; c__Methanobacteria; o__Methanobacteriales; f__pMC1; g__pMC1A4; s__	1.51049080809196
k__Archaea; p__Euryarchaeota; c__Methanococci; o__; f__; g__; s__	1.83326360187211
k__Archaea; p__Euryarchaeota; c__Methanococci; o__Methanococcales; f__; g__; s__	2
k__Archaea; p__Euryarchaeota; c__Methanococci; o__Methanococcales; f__Methanocaldococcaceae; g__Methanocaldococcus; s__	2
k__Archaea; p__Euryarchaeota; c__Methanococci; o__Methanococcales; f__Methanococcaceae; g__; s__	2
k__Archaea; p__Euryarchaeota; c__Methanococci; o__Methanococcales; f__Methanococcaceae; g__Methanococcus; s__	2.82692307692308
k__Archaea; p__Euryarchaeota; c__Methanococci; o__Methanococcales; f__Methanococcaceae; g__Methanothermococcus; s__	2.34606332364465
k__Archaea; p__Euryarchaeota; c__Methanomicrobia; o__; f__; g__; s__	1.82102835917707
k__Archaea; p__Euryarchaeota; c__Methanomicrobia; o__F99a103; f__; g__; s__	1.8620725735264
k__Archaea; p__Euryarchaeota; c__Methanomicrobia; o__Methanocellales; f__Methanocellaceae; g__; s__	1.97247023976304
k__Archaea; p__Euryarchaeota; c__Methanomicrobia; o__Methanocellales; f__Methanocellaceae; g__Methanocella; s__	2
k__Archaea; p__Euryarchaeota; c__Methanomicrobia; o__Methanomicrobiales; f__; g__; s__	2.48163052654684
k__Archaea; p__Euryarchaeota; c__Methanomicrobia; o__Methanomicrobiales; f__Methanocorpusculaceae; g__Methanocalculus; s__	1.96688293763353
k__Archaea; p__Euryarchaeota; c__Methanomicrobia; o__Methanomicrobiales; f__Methanocorpusculaceae; g__Methanocorpusculum; s__	1.96688293763353
k__Archaea; p__Euryarchaeota; c__Methanomicrobia; o__Methanomicrobiales; f__Methanomicrobiaceae; g__; s__	1.65849116063645
k__Archaea; p__Euryarchaeota; c__Methanomicrobia; o__Methanomicrobiales; f__Methanomicrobiaceae; g__Methanoculleus; s__	1
k__Archaea; p__Euryarchaeota; c__Methanomicrobia; o__Methanomicrobiales; f__Methanomicrobiaceae; g__Methanoculleus; s__bourgensis	1.29828518441735
k__Archaea; p__Euryarchaeota; c__Methanomicrobia; o__Methanomicrobiales; f__Methanomicrobiaceae; g__Methanofollis; s__	1.92651895785024
k__Archaea; p__Euryarchaeota; c__Methanomicrobia; o__Methanomicrobiales; f__Methanomicrobiaceae; g__Methanofollis; s__liminatans	2
k__Archaea; p__Euryarchaeota; c__Methanomicrobia; o__Methanomicrobiales; f__Methanomicrobiaceae; g__Methanogenium; s__	1.55850372513664
k__Archaea; p__Euryarchaeota; c__Methanomicrobia; o__Methanomicrobiales; f__Methanomicrobiaceae; g__Methanoplanus; s__	1.44444444444444
k__Archaea; p__Euryarchaeota; c__Methanomicrobia; o__Methanomicrobiales; f__Methanoregulaceae; g__; s__	3
k__Archaea; p__Euryarchaeota; c__Methanomicrobia; o__Methanomicrobiales; f__Methanoregulaceae; g__Candidatus Methanoregula; s__	1
k__Archaea; p__Euryarchaeota; c__Methanomicrobia; o__Methanomicrobiales; f__Methanoregulaceae; g__Methanolinea; s__	1
k__Archaea; p__Euryarchaeota; c__Methanomicrobia; o__Methanomicrobiales; f__Methanospirillaceae; g__; s__	3.26475816976345
k__Archaea; p__Euryarchaeota; c__Methanomicrobia; o__Methanomicrobiales; f__Methanospirillaceae; g__Methanospirillum; s__	4
k__Archaea; p__Euryarchaeota; c__Methanomicrobia; o__Methanosarcinales; f__; g__; s__	2.23605837235792
k__Archaea; p__Euryarchaeota; c__Methanomicrobia; o__Methanosarcinales; f__ANME-2D; g__; s__	2.20578399652233
k__Archaea; p__Euryarchaeota; c__Methanomicrobia; o__Methanosarcinales; f__ANME-2a-2b; g__; s__	2.20578399652233
k__Archaea; p__Euryarchaeota; c__Methanomicrobia; o__Methanosarcinales; f__ANME-2c; g__; s__	2.28651566541725
k__Archaea; p__Euryarchaeota; c__Methanomicrobia; o__Methanosarcinales; f__D002025C03; g__; s__	2.10242456692274
k__Archaea; p__Euryarchaeota; c__Methanomicrobia; o__Methanosarcinales; f__Methanosaetaceae; g__; s__	1.95969217535962
k__Archaea; p__Euryarchaeota; c__Methanomicrobia; o__Methanosarcinales; f__Methanosaetaceae; g__Methanosaeta; s__	1.9921568627451
k__Archaea; p__Euryarchaeota; c__Methanomicrobia; o__Methanosarcinales; f__Methanosarcinaceae; g__; s__	2
k__Archaea; p__Euryarchaeota; c__Methanomicrobia; o__Methanosarcinales; f__Methanosarcinaceae; g__ANME-3; s__	2.5447810006666
k__Archaea; p__Euryarchaeota; c__Methanomicrobia; o__Methanosarcinales; f__Methanosarcinaceae; g__HMMVBeg-29; s__	2.5592893741925
k__Archaea; p__Euryarchaeota; c__Methanomicrobia; o__Methanosarcinales; f__Methanosarcinaceae; g__Methanimicrococcus; s__	2.55772717206645
k__Archaea; p__Euryarchaeota; c__Methanomicrobia; o__Methanosarcinales; f__Methanosarcinaceae; g__Methanimicrococcus; s__blatticola	2.55772717206645
k__Archaea; p__Euryarchaeota; c__Methanomicrobia; o__Methanosarcinales; f__Methanosarcinaceae; g__Methanococcoides; s__	3
k__Archaea; p__Euryarchaeota; c__Methanomicrobia; o__Methanosarcinales; f__Methanosarcinaceae; g__Methanohalophilus; s__	3
k__Archaea; p__Euryarchaeota; c__Methanomicrobia; o__Methanosarcinales; f__Methanosarcinaceae; g__Methanolobus; s__	2.49815382726739
k__Archaea; p__Euryarchaeota; c__Methanomicrobia; o__Methanosarcinales; f__Methanosarcinaceae; g__Methanomethylovorans; s__	2
k__Archaea; p__Euryarchaeota; c__Methanomicrobia; o__Methanosarcinales; f__Methanosarcinaceae; g__Methanosalsum; s__	3
k__Archaea; p__Euryarchaeota; c__Methanomicrobia; o__Methanosarcinales; f__Methanosarcinaceae; g__Methanosarcina; s__	3
k__Archaea; p__Euryarchaeota; c__Methanomicrobia; o__Methanosarcinales; f__Methanosarcinaceae; g__Methanosarcina; s__mazei	3
k__Archaea; p__Euryarchaeota; c__Methanomicrobia; o__Methanosarcinales; f__Methermicoccaceae; g__; s__	2.11034728299154
k__Archaea; p__Euryarchaeota; c__Methanomicrobia; o__NRA6; f__; g__; s__	1.82102835917707
k__Archaea; p__Euryarchaeota; c__Methanomicrobia; o__RCII; f__; g__; s__	1.89711646661336
k__Archaea; p__Euryarchaeota; c__Methanomicrobia; o__YC-E6; f__; g__; s__	2.06749400547638
k__Archaea; p__Euryarchaeota; c__Methanopyri; o__Methanopyrales; f__Methanopyraceae; g__Methanopyrus; s__kandleri	1
k__Archaea; p__Euryarchaeota; c__ST-12K10A; o__; f__; g__; s__	1.61242895529108
k__Archaea; p__Euryarchaeota; c__Thermococci; o__Thermococcales; f__; g__; s__	1.24021230602628
k__Archaea; p__Euryarchaeota; c__Thermococci; o__Thermococcales; f__Thermococcaceae; g__; s__	1
k__Archaea; p__Euryarchaeota; c__Thermococci; o__Thermococcales; f__Thermococcaceae; g__Palaeococcus; s__	1
k__Archaea; p__Euryarchaeota; c__Thermococci; o__Thermococcales; f__Thermococcaceae; g__Pyrococcus; s__	1
k__Archaea; p__Euryarchaeota; c__Thermoplasmata; o__E2; f__20c-4; g__; s__	1.41728984886317
k__Archaea; p__Euryarchaeota; c__Thermoplasmata; o__E2; f__; g__; s__	1.41728984886317
k__Archaea; p__Euryarchaeota; c__Thermoplasmata; o__E2; f__CCA47; g__; s__	1.41728984886317
k__Archaea; p__Euryarchaeota; c__Thermoplasmata; o__E2; f__DHVEG-1; g__; s__	1.41728984886316
k__Archaea; p__Euryarchaeota; c__Thermoplasmata; o__E2; f__Marine group II; g__; s__	1.41728984886319
k__Archaea; p__Euryarchaeota; c__Thermoplasmata; o__E2; f__Marine group III; g__; s__	1.41728984886317
k__Archaea; p__Euryarchaeota; c__Thermoplasmata; o__E2; f__TMEG; g__; s__	1.41728984886317
k__Archaea; p__Euryarchaeota; c__Thermoplasmata; o__E2; f__WCHD3-02; g__; s__	1.41728984886316
k__Archaea; p__Euryarchaeota; c__Thermoplasmata; o__Thermoplasmatales; f__; g__; s__	1.34454506376243
k__Archaea; p__Euryarchaeota; c__Thermoplasmata; o__Thermoplasmatales; f__A10; g__; s__	1.24760046503677
k__Archaea; p__Euryarchaeota; c__Thermoplasmata; o__Thermoplasmatales; f__BSLdp215; g__; s__	1.18476331134002
k__Archaea; p__Euryarchaeota; c__Thermoplasmata; o__Thermoplasmatales; f__Picrophilaceae; g__; s__	1
k__Archaea; p__Euryarchaeota; c__Thermoplasmata; o__Thermoplasmatales; f__Picrophilaceae; g__Ferroplasma; s__	1
k__Archaea; p__Euryarchaeota; c__Thermoplasmata; o__Thermoplasmatales; f__Picrophilaceae; g__Thermogymnomonas; s__	1.05967038085043
k__Archaea; p__Euryarchaeota; c__Thermoplasmata; o__Thermoplasmatales; f__Picrophilaceae; g__Thermoplasma; s__	1
k__Archaea; p__Euryarchaeota; c__Thermoplasmata; o__Thermoplasmatales; f__[Aciduliprofundaceae]; g__; s__	1.3200303376479
k__Archaea; p__Euryarchaeota; c__[Micrarchaea]; o__[Micrarchaeles]; f__; g__; s__	1.51098055313977
k__Archaea; p__Euryarchaeota; c__[Micrarchaea]; o__pMC2A384; f__; g__; s__	1.51098055313977
k__Archaea; p__Euryarchaeota; c__[Parvarchaea]; o__WCHD3-30; f__; g__; s__	1.51098055313977
k__Archaea; p__Euryarchaeota; c__[Parvarchaea]; o__YLA114; f__; g__; s__	1.51098055313977
k__Archaea; p__Nanoarchaeota; c__[Nanoarchaeoti]; o__[Nanoarchaeotales]; f__[Nanoarchaeotaceae]; g__; s__	1
k__Bacteria; p__; c__; o__; f__; g__; s__	2.45611068136988
k__Bacteria; p__AC1; c__; o__; f__; g__; s__	1.91985879411934
k__Bacteria; p__AC1; c__B04R032; o__; f__; g__; s__	1.62164360782334
k__Bacteria; p__AC1; c__HDBW-WB69; o__; f__; g__; s__	2.51628916671135
k__Bacteria; p__AC1; c__SHA-114; o__; f__; g__; s__	1.62164360782334
k__Bacteria; p__AC1; c__TA06; o__; f__; g__; s__	1.62164360782334
k__Bacteria; p__AD3; c__; o__; f__; g__; s__	2.51628916671135
k__Bacteria; p__AD3; c__ABS-6; o__; f__; g__; s__	2.51628916671135
k__Bacteria; p__AD3; c__JG37-AG-4; o__; f__; g__; s__	2.51628916671135
k__Bacteria; p__Acidobacteria; c__; o__; f__; g__; s__	1.60562276363228
k__Bacteria; p__Acidobacteria; c__AT-s2-57; o__; f__; g__; s__	1.9558555274428
k__Bacteria; p__Acidobacteria; c__AT-s54; o__; f__; g__; s__	1.9558555274428
k__Bacteria; p__Acidobacteria; c__Acidobacteria-2; o__; f__; g__; s__	1.42337672750743
k__Bacteria; p__Acidobacteria; c__Acidobacteria-5; o__; f__; g__; s__	1.57789396648684
k__Bacteria; p__Acidobacteria; c__Acidobacteria-6; o__; f__; g__; s__	1.71308525627399
k__Bacteria; p__Acidobacteria; c__Acidobacteria-6; o__BPC015; f__; g__; s__	1.9558555274428
k__Bacteria; p__Acidobacteria; c__Acidobacteria-6; o__CCU21; f__; g__; s__	1.95585552744279
k__Bacteria; p__Acidobacteria; c__Acidobacteria-6; o__iii1-15; f__; g__; s__	1.68273897237795
k__Bacteria; p__Acidobacteria; c__Acidobacteria-6; o__iii1-15; f__RB40; g__; s__	1.68273897237788
k__Bacteria; p__Acidobacteria; c__Acidobacteria-6; o__iii1-15; f__mb2424; g__; s__	1.68273897237788
k__Bacteria; p__Acidobacteria; c__Acidobacteria; o__Acidobacteriales; f__; g__; s__	1.32092360645597
k__Bacteria; p__Acidobacteria; c__Acidobacteria; o__Acidobacteriales; f__Acidobacteriaceae; g__; s__	1
k__Bacteria; p__Acidobacteria; c__Acidobacteria; o__Acidobacteriales; f__Acidobacteriaceae; g__Acidobacterium; s__	1
k__Bacteria; p__Acidobacteria; c__Acidobacteria; o__Acidobacteriales; f__Acidobacteriaceae; g__Edaphobacter; s__	1.08123959248073
k__Bacteria; p__Acidobacteria; c__Acidobacteria; o__Acidobacteriales; f__Acidobacteriaceae; g__Edaphobacter; s__modestum	1.08123959248073
